id	name	rating	delta
heltion	何逊	1839.863611088167	339.86361108816703
ujimatsu_chiya	Ujimatsu Chiya	1808.406921088167	308.40692108816705
renascencepjw0510	shawn	1790.016941088167	290.0169410881669
ayamt	Ayamt	1776.9502310881671	276.9502310881671
lucifer1005	hide on bush	1766.794876088167	266.794876088167
qingczha	张晴川	1758.479561088167	258.4795610881669
jtjl	JTJL	1751.433711088167	251.43371108816694
milesian-c	Milesian	1745.317071088167	245.317071088167
kikokiko	Kikokiko	1739.910271088167	239.91027108816704
paigulong	RUSH_D_CAT	1735.063601088167	235.06360108816702
asdfasdfasdf123123	yukiyukiyukiyukiyuki	1730.670276088167	230.67027608816701
mi-ka-d	米咔	1726.651456088167	226.651456088167
winter_training	winter_training	1722.947281088167	222.94728108816705
asapin	饭他吃	1719.511196088167	219.511196088167
jasonvictoryan	jasonvictoryan	1716.306306088167	216.30630608816702
tongtongac	tongtongac	1713.302851088167	213.302851088167
wifiii	wifiii	1710.476486088167	210.47648608816698
ddoudle	Doudle	1707.807046088167	207.80704608816697
harttle	Harttle	1705.277631088167	205.277631088167
ykx_akks	ykx_akks	1702.873936088167	202.87393608816703
radiancesheep	TinyVii	1700.583751088167	200.58375108816696
2997ms	2997ms	1698.3965710881669	198.39657108816695
jinmingli	jinmingli	1696.303286088167	196.30328608816703
light-cml	LighT	1694.295946088167	194.29594608816703
qqwqert007	qqwqert007	1692.3675710881669	192.36757108816695
zqy1018	zqy1018	1690.512016088167	190.51201608816697
tryonetry	orrz	1688.723806088167	188.72380608816704
cjy-e	cjy	1686.998081088167	186.99808108816703
oldyan	oldyan	1685.330486088167	185.33048608816702
minori	Minori	1683.717106088167	183.71710608816701
7oving-gagarin	miamiaoxyz	1682.154406088167	182.15440608816695
ddmike	ddmike	1680.639196088167	180.63919608816704
youngforest	YoungForest	1679.168581088167	179.16858108816697
silmue	silmue	1677.739906088167	177.73990608816698
richenyunqi	日沉云起	1676.350766088167	176.35076608816698
lddlinan	82年的muggle	1674.998956088167	174.99895608816698
panpeng	驶向海洋	1673.682436088167	173.682436088167
acw_yxc	acwing_yxc	1672.399346088167	172.399346088167
weak-chicken	树叶烦	1671.1479660881669	171.14796608816695
_tim	Tim Zheng	1669.926701088167	169.92670108816705
wyj20154348	WYJ20154348	1668.734081088167	168.73408108816702
linjiale	linjiale	1667.568731088167	167.56873108816703
thuczh	thuczh	1666.429386088167	166.42938608816698
wnjxyk	Zhi Zhou	1665.314856088167	165.31485608816703
dpdpdp	不会dp不改名	1664.224041088167	164.224041088167
hui-bu-qu-de-hui-yi	ehco...	1663.155901088167	163.15590108816704
dut200901102	HuJun	1662.109481088167	162.10948108816703
septher	Septher	1661.083871088167	161.083871088167
knarf	Knarf	1660.078216088167	160.07821608816695
npuzj	npuzj	1659.091726088167	159.09172608816695
apoi2333	Apoi2333🍓	1658.123641088167	158.12364108816698
lwpyr	lwpyr	1657.173261088167	157.17326108816698
tonghuikang	涂汇康	1656.2399160881669	156.23991608816695
anhpp	anhpp	1655.322981088167	155.32298108816698
sleepybag	SleepyBag	1654.421846088167	154.42184608816703
chunjie	Xiaoyuan Yu	1653.535966088167	153.535966088167
hzx-code	H.Z.X	1652.664791088167	152.664791088167
darrenhp	Darren Hp	1651.807826088167	151.80782608816705
arsenal-591	火箭少女杨超越	1650.964586088167	150.964586088167
13717680252	ceeeeb	1650.134616088167	150.134616088167
qyl916	qyl916	1649.317476088167	149.317476088167
fkkkk	fkkkk	1648.512766088167	148.512766088167
w285714	w285714	1647.720086088167	147.720086088167
amline	YMYMY	1646.939056088167	146.939056088167
yarzhou	Yar宙	1646.169331088167	146.169331088167
kphmd	kphmd	1645.410561088167	145.410561088167
van1984	van1984	1644.6624210881669	144.66242108816695
xi-jun-xiao-zi	细菌小子	1643.924606088167	143.924606088167
guzhoudiaoke_liuruyi	guzhoudiaoke	1643.196811088167	143.19681108816698
ralf_tianyi	Null	1642.478756088167	142.47875608816705
meng-duan	蒜拧孟	1641.770166088167	141.77016608816697
chiholam	ChihoLam	1641.070776088167	141.07077608816698
arignote	arignote	1640.380346088167	140.380346088167
roeexu	roeexu	1639.6986210881669	139.69862108816696
kid1402	kid1402	1639.025381088167	139.025381088167
rordo	ROrdo	1638.360401088167	138.36040108816698
wra	WRA	1637.703471088167	137.703471088167
