id	name	rating	delta
liouzhou_101	liouzhou_101	2529.4753224705846	154.75198585588032
qingczha	张晴川	2526.14405176746	64.10838655900511
johnkram	汪乐平	2414.673433720585	3.5098146058801447
tian-tang-6	天塘	2398.733809033085	148.62215929338004
heltion	何逊	2343.4328797397043	0
huangyuyang	ztxz16	2304.772301611747	76.82255671471762
zerotrac2	zerotrac 🌸	2260.262821378294	0
wnjxyk	Zhi Zhou	2243.2240939717735	130.16765435469142
xh286286	redpandabigcat	2222.118035005864	71.00786332060102
cksp	lucas110550	2206.583945526833	187.44425279963218
kaizyn	Kaizyn	2200.0648068007035	100.7904215257613
zqy1018	zqy1018	2196.2944027830845	-78.45349445661986
ujimatsu_chiya	Ujimatsu Chiya	2178.83750536121	142.76028296525533
w285714	w285714	2171.8960198924597	-41.464621565994996
lucifer1004	吴自华	2163.5246137987097	39.612044527755195
zscnash	邹事成	2151.1061069907346	103.54981133573028
arignote	arignote	2150.2958291112095	66.06341921525518
lddlinan	82年的muggle	2139.1629209080847	-7.508302581619766
jinmingli	jinmingli	2096.3826920799597	35.34287624650529
zyyyyy-25	zyyyyy	2089.321278720585	110.24700960588018
thuczh	thuczh	2085.385204909274	68.33096341719124
wifiii	wifiii	2072.4813760469456	172.98453227951904
tdteach	tdteach	2070.8666689549596	113.58840937150524
java14	java14	2069.0048280268325	205.28051029963217
acw_yxc	acwing_yxc	2060.732721065794	0
meramipop	Megumi	2043.5285634433635	-6.432085116898627
scut_dell	字节bpm团队求2-2大佬	2043.1145049306954	176.47550339576924
endlesscheng	灵茶山艾府	2038.8214686757035	76.58015965076152
suzyzhang	Suzy Zhang	2038.589872385403	57.76331594106216
please_ac	辽北地区第一狠人	2033.0078082518346	-28.256999925369875
lostleaf	lostleaf	2028.3576266112098	21.886581715255268
minori	Minori	2027.7468933783678	-24.624385051902884
asapin	饭他吃	2018.359446527043	0
jeremyzhang96	JeremyZhang96	2014.8968182871135	149.21049003935116
npuzj	npuzj	2007.9487648854026	176.91025344106197
